VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,2020-01-01 00:08:58,2020-01-01 00:41:43,1.0,5.26,1.0,N,238,238,1.0,24.0,0.5,0.5,6.95,0.0,0.3,34.75,2.5
2,2020-01-01 00:09:01,2020-01-01 00:16:03,1.0,1.59,1.0,N,229,236,2.0,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
2,2020-01-01 00:09:03,2020-01-01 00:26:01,2.0,3.91,1.0,N,148,225,2.0,15.5,0.5,0.5,0.0,0.0,0.3,19.3,2.5
2,2020-01-01 00:09:04,2020-01-01 00:23:42,2.0,3.39,1.0,N,236,234,1.0,13.0,0.5,0.5,4.2,0.0,0.3,21.0,2.5
2,2020-01-01 00:09:13,2020-01-01 00:17:43,1.0,1.74,1.0,N,234,144,2.0,8.0,0.5,0.5,0.0,0.0,0.3,11.8,2.5
2,2020-01-01 00:09:13,2020-01-01 00:16:09,3.0,2.25,1.0,N,148,256,1.0,8.5,0.5,0.5,6.0,0.0,0.3,18.3,2.5
1,2020-01-01 00:09:14,2020-01-01 00:17:33,2.0,1.5,1.0,N,43,142,1.0,8.0,3.0,0.5,2.35,0.0,0.3,14.15,2.5
2,2020-01-01 00:09:15,2020-01-01 00:35:35,1.0,10.08,1.0,N,43,181,1.0,31.5,0.5,0.5,3.53,0.0,0.3,38.83,2.5
2,2020-01-01 00:09:16,2020-01-01 00:16:47,2.0,1.43,1.0,N,41,151,1.0,7.5,0.5,0.5,0.0,0.0,0.3,8.8,0.0
1,2020-01-01 00:09:16,2020-01-01 00:41:44,4.0,17.2,2.0,N,132,234,1.0,52.0,2.5,0.5,15.36,6.12,0.3,76.78,2.5
2,2020-01-01 00:09:20,2020-01-01 00:13:41,2.0,0.83,1.0,N,233,162,2.0,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5
1,2020-01-01 00:09:21,2020-01-01 00:26:35,1.0,4.4,1.0,N,158,239,1.0,16.0,3.0,0.5,1.0,0.0,0.3,20.8,2.5
1,2020-01-01 00:09:22,2020-01-01 00:16:26,1.0,1.0,1.0,N,209,13,1.0,6.5,3.0,0.5,2.0,0.0,0.3,12.3,2.5
2,2020-01-01 00:09:28,2020-01-01 00:26:39,1.0,4.61,1.0,N,107,49,1.0,16.5,0.5,0.5,4.06,0.0,0.3,24.36,2.5
1,2020-01-01 00:09:29,2020-01-01 00:19:50,2.0,1.6,1.0,N,158,68,1.0,9.0,3.0,0.5,2.55,0.0,0.3,15.35,2.5
2,2020-01-01 00:09:31,2020-01-01 00:13:47,5.0,0.51,1.0,N,164,170,1.0,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5
1,2020-01-01 00:09:40,2020-01-01 00:24:59,2.0,3.0,1.0,N,114,246,2.0,13.0,3.0,0.5,0.0,0.0,0.3,16.8,2.5
2,2020-01-01 00:09:41,2020-01-01 00:17:43,5.0,1.18,1.0,N,45,87,2.0,7.0,0.5,0.5,0.0,0.0,0.3,10.8,2.5
2,2020-01-01 00:09:42,2020-01-01 00:37:13,1.0,4.66,1.0,N,237,249,1.0,19.5,0.5,0.5,3.0,0.0,0.3,26.3,2.5
1,2020-01-01 00:09:42,2020-01-01 00:19:24,1.0,2.7,1.0,N,141,142,2.0,10.0,3.0,0.5,0.0,0.0,0.3,13.8,2.5
2,2020-01-01 00:09:43,2020-01-01 00:19:19,1.0,4.29,1.0,N,79,112,1.0,14.0,0.5,0.5,3.56,0.0,0.3,21.36,2.5
2,2020-01-01 00:09:45,2020-01-01 00:20:24,1.0,3.03,1.0,N,170,262,2.0,11.0,0.5,0.5,0.0,0.0,0.3,14.8,2.5
1,2020-01-01 00:09:45,2020-01-01 00:15:30,2.0,1.8,1.0,N,162,262,1.0,7.0,3.0,0.5,1.62,0.0,0.3,12.42,2.5
2,2020-01-01 00:09:45,2020-01-01 00:21:23,2.0,1.61,1.0,N,158,107,1.0,9.0,0.5,0.5,3.2,0.0,0.3,16.0,2.5
2,2020-01-01 00:09:48,2020-01-01 00:36:11,1.0,5.56,1.0,N,68,145,1.0,21.0,0.5,0.5,4.96,0.0,0.3,29.76,2.5
2,2020-01-01 00:09:49,2020-01-01 00:49:59,1.0,2.4,1.0,N,148,90,1.0,23.5,0.5,0.5,5.46,0.0,0.3,32.76,2.5
2,2020-01-01 00:09:50,2020-01-01 00:24:19,1.0,2.28,1.0,N,231,79,2.0,11.5,0.5,0.5,0.0,0.0,0.3,15.3,2.5
2,2020-01-01 00:09:50,2020-01-01 00:34:40,1.0,6.2,1.0,N,239,231,1.0,21.5,0.5,0.5,5.06,0.0,0.3,30.36,2.5
2,2020-01-01 00:09:53,2020-01-01 00:37:08,1.0,2.07,1.0,N,164,246,2.0,17.0,0.5,0.5,0.0,0.0,0.3,20.8,2.5
2,2020-01-01 00:09:56,2020-01-01 00:11:07,5.0,0.44,1.0,N,140,262,1.0,3.5,0.5,0.5,1.46,0.0,0.3,8.76,2.5
2,2020-01-01 00:09:56,2020-01-01 23:56:58,1.0,0.96,1.0,N,143,48,2.0,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5
2,2020-01-01 00:09:56,2020-01-01 00:21:56,1.0,2.64,1.0,N,158,87,1.0,11.0,0.5,0.5,2.96,0.0,0.3,17.76,2.5
1,2020-01-01 00:09:58,2020-01-01 00:22:52,1.0,1.8,1.0,N,48,239,1.0,10.5,3.0,0.5,3.0,0.0,0.3,17.3,2.5
2,2020-01-01 00:09:59,2020-01-01 00:37:14,1.0,6.47,1.0,N,249,7,2.0,23.5,0.5,0.5,0.0,0.0,0.3,27.3,2.5
1,2020-01-01 00:10:02,2020-01-01 00:21:34,1.0,3.4,1.0,Y,137,75,1.0,12.0,3.0,0.5,2.0,0.0,0.3,17.8,2.5
2,2020-01-01 00:10:02,2020-01-01 00:19:59,1.0,2.42,1.0,N,170,141,1.0,9.5,0.5,0.5,3.99,0.0,0.3,17.29,2.5
1,2020-01-01 00:10:03,2020-01-01 00:19:55,1.0,2.2,1.0,N,75,239,2.0,9.5,3.0,0.5,0.0,0.0,0.3,13.3,2.5
2,2020-01-01 00:10:03,2020-01-01 00:16:50,1.0,1.64,1.0,N,237,238,1.0,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
2,2020-01-01 00:10:04,2020-01-01 00:16:49,1.0,1.43,1.0,N,211,13,2.0,7.0,0.5,0.5,0.0,0.0,0.3,10.8,2.5
2,2020-01-01 00:10:04,2020-01-01 00:24:16,1.0,3.36,1.0,N,68,13,2.0,13.5,0.5,0.5,0.0,0.0,0.3,17.3,2.5
2,2020-01-01 00:10:07,2020-01-01 00:17:58,1.0,0.24,1.0,N,48,48,2.0,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5
2,2020-01-01 00:10:07,2020-01-01 00:38:35,5.0,7.85,1.0,N,148,238,1.0,27.0,0.5,0.5,6.16,0.0,0.3,36.96,2.5
2,2020-01-01 00:10:08,2020-01-01 00:17:45,2.0,1.47,1.0,N,43,238,1.0,7.5,0.5,0.5,2.03,0.0,0.3,13.33,2.5
2,2020-01-01 00:10:09,2020-01-01 00:39:51,1.0,5.2,1.0,N,48,45,1.0,22.0,0.5,0.5,5.16,0.0,0.3,30.96,2.5
2,2020-01-01 00:10:10,2020-01-01 00:16:17,1.0,0.9,1.0,N,116,244,2.0,6.0,0.5,0.5,0.0,0.0,0.3,7.3,0.0
1,2020-01-01 00:10:11,2020-01-01 00:15:43,1.0,0.7,1.0,N,249,211,2.0,5.5,3.0,0.5,0.0,0.0,0.3,9.3,2.5
2,2020-01-01 00:10:11,2020-01-01 00:14:12,4.0,0.94,1.0,N,43,236,2.0,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5
1,2020-01-01 00:10:13,2020-01-01 00:49:38,1.0,14.0,1.0,N,138,142,1.0,44.0,3.0,0.5,10.75,6.12,0.3,64.67,2.5
2,2020-01-01 00:10:13,2020-01-01 00:13:44,2.0,0.9,1.0,N,238,75,1.0,5.0,0.5,0.5,0.0,0.0,0.3,6.3,0.0
2,2020-01-01 00:10:13,2020-01-01 00:31:43,1.0,2.82,1.0,N,48,141,1.0,15.5,0.5,0.5,3.86,0.0,0.3,23.16,2.5
1,2020-01-01 00:10:19,2020-01-01 00:20:56,2.0,2.3,1.0,N,231,90,2.0,10.0,3.0,0.5,0.0,0.0,0.3,13.8,2.5
1,2020-01-01 00:10:19,2020-01-01 00:27:03,1.0,3.8,1.0,N,107,256,1.0,15.0,3.0,0.5,3.75,0.0,0.3,22.55,2.5
1,2020-01-01 00:10:22,2020-01-01 00:31:57,3.0,4.0,1.0,N,158,140,1.0,16.5,3.0,0.5,6.09,0.0,0.3,26.39,2.5
2,2020-01-01 00:10:22,2020-01-01 00:18:33,2.0,0.99,1.0,N,162,229,1.0,6.5,0.5,0.5,1.54,0.0,0.3,11.84,2.5
2,2020-01-01 00:10:23,2020-01-01 00:19:38,1.0,1.91,1.0,N,239,50,1.0,9.0,0.5,0.5,2.56,0.0,0.3,15.36,2.5
1,2020-01-01 00:10:25,2020-01-01 00:16:43,1.0,1.0,1.0,N,79,79,1.0,6.5,3.0,0.5,0.0,0.0,0.3,10.3,2.5
1,2020-01-01 00:10:28,2020-01-01 00:25:45,2.0,2.0,1.0,N,161,68,1.0,11.0,3.0,0.5,2.95,0.0,0.3,17.75,2.5
2,2020-01-01 00:10:32,2020-01-01 00:17:16,1.0,2.0,1.0,N,75,141,1.0,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
2,2020-01-01 00:10:33,2020-01-01 00:15:59,1.0,1.15,1.0,N,234,137,1.0,6.0,0.5,0.5,3.0,0.0,0.3,12.8,2.5
2,2020-01-01 00:10:33,2020-01-01 00:20:46,1.0,0.44,1.0,N,264,264,2.0,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
2,2020-01-01 00:10:34,2020-01-01 00:16:12,6.0,0.98,1.0,N,163,229,1.0,6.0,0.5,0.5,1.0,0.0,0.3,10.8,2.5
2,2020-01-01 00:10:34,2020-01-01 00:29:41,1.0,7.59,1.0,N,113,74,1.0,24.0,0.5,0.5,5.56,0.0,0.3,33.36,2.5
1,2020-01-01 00:10:34,2020-01-01 00:21:01,0.0,2.6,1.0,N,148,33,1.0,11.0,3.0,0.5,2.95,0.0,0.3,17.75,2.5
2,2020-01-01 00:10:38,2020-01-01 00:20:46,1.0,1.34,1.0,N,238,239,2.0,8.5,0.5,0.5,0.0,0.0,0.3,12.3,2.5
2,2020-01-01 00:10:39,2020-01-01 00:27:56,3.0,1.95,1.0,N,142,141,1.0,12.5,0.5,0.5,4.08,0.0,0.3,20.38,2.5
2,2020-01-01 00:10:45,2020-01-01 00:46:18,1.0,3.8,1.0,N,107,236,1.0,23.0,0.5,0.5,5.36,0.0,0.3,32.16,2.5
2,2020-01-01 00:10:47,2020-01-01 00:19:39,2.0,0.86,1.0,N,90,90,1.0,7.0,0.5,0.5,2.7,0.0,0.3,13.5,2.5
2,2020-01-01 00:10:47,2020-01-01 00:33:29,2.0,3.16,1.0,N,90,209,1.0,16.0,0.5,0.5,3.96,0.0,0.3,23.76,2.5
2,2020-01-01 00:10:48,2020-01-01 00:26:34,1.0,3.58,1.0,N,114,50,1.0,14.0,0.5,0.5,3.56,0.0,0.3,21.36,2.5
2,2020-01-01 00:10:49,2020-01-01 00:23:59,1.0,6.66,1.0,N,138,145,1.0,20.0,0.5,0.5,5.0,0.0,0.3,26.3,0.0
2,2020-01-01 00:10:51,2020-01-01 00:34:27,2.0,3.9,1.0,N,142,107,1.0,17.5,0.5,0.5,3.2,0.0,0.3,24.5,2.5
2,2020-01-01 00:10:51,2020-01-01 00:19:38,2.0,2.88,1.0,N,148,80,1.0,10.5,0.5,0.5,2.57,0.0,0.3,16.87,2.5
1,2020-01-01 00:10:53,2020-01-01 00:22:15,1.0,2.0,1.0,N,249,13,1.0,10.0,3.0,0.5,3.45,0.0,0.3,17.25,2.5
2,2020-01-01 00:10:55,2020-01-01 00:15:44,1.0,0.63,1.0,N,113,114,1.0,5.0,0.5,0.5,1.0,0.0,0.3,9.8,2.5
2,2020-01-01 00:10:56,2020-01-01 00:23:33,1.0,6.57,1.0,N,138,168,1.0,19.0,0.5,0.5,10.0,6.12,0.3,36.42,0.0
2,2020-01-01 00:10:58,2020-01-01 00:15:56,1.0,0.8,1.0,N,236,263,1.0,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
2,2020-01-01 00:11:00,2020-01-01 00:16:31,1.0,1.11,1.0,N,148,79,1.0,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
1,2020-01-01 00:11:02,2020-01-01 00:29:43,4.0,2.5,1.0,N,239,162,2.0,13.5,3.0,0.5,0.0,0.0,0.3,17.3,2.5
2,2020-01-01 00:11:05,2020-01-01 00:13:46,1.0,0.84,1.0,N,263,237,2.0,4.5,0.5,0.5,0.0,0.0,0.3,8.3,2.5
2,2020-01-01 00:11:05,2020-01-01 00:35:03,4.0,5.54,1.0,N,144,239,1.0,20.5,0.5,0.5,7.29,0.0,0.3,31.59,2.5
2,2020-01-01 00:11:06,2020-01-01 00:30:48,1.0,5.32,1.0,N,161,87,1.0,19.5,0.5,0.5,1.7,0.0,0.3,25.0,2.5
2,2020-01-01 00:11:09,2020-01-01 00:16:20,1.0,1.8,1.0,N,162,236,1.0,7.0,0.5,0.5,2.7,0.0,0.3,13.5,2.5
2,2020-01-01 00:11:10,2020-01-01 00:27:46,5.0,3.63,1.0,N,148,186,2.0,15.0,0.5,0.5,0.0,0.0,0.3,18.8,2.5
2,2020-01-01 00:11:11,2020-01-01 00:16:35,1.0,1.19,1.0,N,231,249,2.0,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5
1,2020-01-01 00:11:13,2020-01-01 00:16:32,4.0,0.7,1.0,N,79,79,1.0,5.0,3.0,0.5,1.75,0.0,0.3,10.55,2.5
2,2020-01-01 00:11:14,2020-01-01 00:17:41,1.0,1.65,1.0,N,237,236,1.0,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
2,2020-01-01 00:11:15,2020-01-01 00:23:20,1.0,3.77,1.0,N,107,262,2.0,12.5,0.5,0.5,0.0,0.0,0.3,16.3,2.5
1,2020-01-01 00:11:27,2020-01-01 00:23:18,1.0,1.7,1.0,N,142,246,1.0,9.5,3.0,0.5,1.0,0.0,0.3,14.3,2.5
2,2020-01-01 00:11:29,2020-01-01 00:34:48,1.0,1.57,1.0,N,234,161,2.0,14.5,0.5,0.5,0.0,0.0,0.3,18.3,2.5
2,2020-01-01 00:11:33,2020-01-01 01:11:22,2.0,5.1,1.0,N,79,43,1.0,35.0,0.5,0.5,7.76,0.0,0.3,46.56,2.5
2,2020-01-01 00:11:34,2020-01-01 00:30:01,1.0,3.16,1.0,N,161,144,2.0,14.0,0.5,0.5,0.0,0.0,0.3,17.8,2.5
1,2020-01-01 00:11:34,2020-01-01 00:27:11,1.0,1.9,1.0,N,79,186,2.0,11.5,3.0,0.5,0.0,0.0,0.3,15.3,2.5
2,2020-01-01 00:11:42,2020-01-01 00:31:06,1.0,3.2,1.0,N,161,148,2.0,15.0,0.5,0.5,0.0,0.0,0.3,18.8,2.5
1,2020-01-01 00:11:44,2020-01-01 00:27:06,1.0,7.2,1.0,N,75,212,2.0,21.5,0.5,0.5,0.0,0.0,0.3,22.8,0.0
1,2020-01-01 00:11:52,2020-01-01 00:41:01,2.0,5.6,1.0,N,113,74,1.0,22.5,3.0,0.5,2.0,0.0,0.3,28.3,2.5
2,2020-01-01 00:11:54,2020-01-01 00:25:31,1.0,3.74,1.0,N,233,112,1.0,13.5,0.5,0.5,4.68,6.12,0.3,28.1,2.5
1,2020-01-01 00:12:00,2020-01-01 00:34:16,1.0,0.0,1.0,N,80,14,1.0,32.2,0.0,0.5,0.0,0.0,0.3,33.0,0.0
2,2020-01-01 00:12:02,2020-01-01 00:15:42,1.0,0.84,1.0,N,80,80,2.0,5.0,0.5,0.5,0.0,0.0,0.3,6.3,0.0
1,2020-01-01 00:12:03,2020-01-01 00:16:30,1.0,1.3,1.0,N,229,137,1.0,5.5,3.0,0.5,1.85,0.0,0.3,11.15,2.5
1,2020-01-01 00:12:04,2020-01-01 00:22:18,1.0,2.0,1.0,N,238,75,2.0,9.5,0.5,0.5,0.0,0.0,0.3,10.8,0.0
2,2020-01-01 00:12:04,2020-01-01 00:30:29,2.0,3.28,1.0,N,142,166,1.0,15.0,0.5,0.5,5.64,0.0,0.3,24.44,2.5
2,2020-01-01 00:12:05,2020-01-01 00:24:46,5.0,3.16,1.0,N,238,151,1.0,12.0,0.5,0.5,4.74,0.0,0.3,20.54,2.5
2,2020-01-01 00:12:10,2020-01-01 00:28:47,2.0,9.05,1.0,N,138,15,2.0,25.5,0.5,0.5,0.0,0.0,0.3,26.8,0.0
2,2020-01-01 00:12:15,2020-01-01 00:16:14,1.0,1.25,1.0,N,112,226,2.0,6.0,0.5,0.5,0.0,0.0,0.3,7.3,0.0
1,2020-01-01 00:12:17,2020-01-01 00:34:58,1.0,1.2,1.0,N,246,48,2.0,14.0,3.0,0.5,0.0,0.0,0.3,17.8,2.5
1,2020-01-01 00:12:18,2020-01-01 00:18:28,2.0,1.1,1.0,N,162,137,1.0,6.5,3.0,0.5,2.06,0.0,0.3,12.36,2.5
2,2020-01-01 00:12:18,2020-01-01 00:20:04,1.0,1.37,1.0,N,234,158,1.0,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
1,2020-01-01 00:12:23,2020-01-01 00:22:53,2.0,1.9,1.0,N,170,224,1.0,9.5,3.0,0.5,2.65,0.0,0.3,15.95,2.5
2,2020-01-01 00:12:25,2020-01-01 00:24:10,1.0,3.27,1.0,N,246,261,1.0,12.0,0.5,0.5,3.16,0.0,0.3,18.96,2.5
2,2020-01-01 00:12:27,2020-01-01 00:17:33,1.0,0.9,1.0,N,161,229,1.0,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
2,2020-01-01 00:12:28,2020-01-01 00:21:11,1.0,1.5,1.0,N,40,65,1.0,7.5,0.5,0.5,1.76,0.0,0.3,10.56,0.0
2,2020-01-01 00:12:32,2020-01-01 00:29:05,1.0,7.85,1.0,N,138,141,1.0,23.0,0.5,0.5,6.58,6.12,0.3,39.5,2.5
1,2020-01-01 00:12:34,2020-01-01 00:17:19,2.0,0.8,1.0,N,50,143,2.0,5.5,3.0,0.5,0.0,0.0,0.3,9.3,2.5
2,2020-01-01 00:12:35,2020-01-01 00:17:41,2.0,0.52,1.0,N,68,68,2.0,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5
1,2020-01-01 00:12:38,2020-01-01 00:21:29,2.0,1.4,1.0,N,24,75,2.0,7.5,0.5,0.5,0.0,0.0,0.3,8.8,0.0
2,2020-01-01 00:12:42,2020-01-01 00:44:28,1.0,3.88,1.0,N,249,229,1.0,20.0,0.5,0.5,4.0,0.0,0.3,27.8,2.5
2,2020-01-01 00:12:44,2020-01-01 00:42:18,1.0,2.33,1.0,N,158,48,1.0,18.0,0.5,0.5,0.0,0.0,0.3,21.8,2.5
1,2020-01-01 00:12:44,2020-01-01 00:20:54,1.0,1.8,1.0,N,142,141,1.0,8.0,3.0,0.5,2.36,0.0,0.3,14.16,2.5
1,2020-01-01 00:12:46,2020-01-01 00:41:45,1.0,0.5,1.0,N,186,186,2.0,17.0,3.0,0.5,0.0,0.0,0.3,20.8,2.5
2,2020-01-01 00:12:50,2020-01-01 00:18:15,1.0,0.75,1.0,N,43,141,1.0,5.5,0.5,0.5,1.0,0.0,0.3,10.3,2.5
2,2020-01-01 00:12:52,2020-01-01 00:18:40,2.0,1.01,1.0,N,43,229,1.0,6.0,0.5,0.5,2.45,0.0,0.3,12.25,2.5
1,2020-01-01 00:12:56,2020-01-01 00:23:50,2.0,1.7,1.0,N,148,261,1.0,9.0,3.0,0.5,3.8,0.0,0.3,16.6,2.5
2,2020-01-01 00:12:56,2020-01-01 00:49:47,1.0,1.96,1.0,N,186,161,1.0,21.0,0.5,0.5,4.96,0.0,0.3,29.76,2.5
1,2020-01-01 00:12:57,2020-01-01 00:24:06,1.0,1.8,1.0,N,90,233,1.0,9.5,3.0,0.5,2.65,0.0,0.3,15.95,2.5
2,2020-01-01 00:12:57,2020-01-01 00:18:01,1.0,1.04,1.0,N,238,239,1.0,5.5,0.5,0.5,2.32,0.0,0.3,11.62,2.5
2,2020-01-01 00:13:01,2020-01-01 00:49:08,1.0,2.71,1.0,N,142,164,2.0,21.5,0.5,0.5,0.0,0.0,0.3,25.3,2.5
2,2020-01-01 00:13:03,2020-01-01 00:21:52,1.0,1.14,1.0,N,170,186,1.0,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
2,2020-01-01 00:13:04,2020-01-01 00:28:10,5.0,1.9,1.0,N,79,249,1.0,11.0,0.5,0.5,3.7,0.0,0.3,18.5,2.5
1,2020-01-01 00:13:06,2020-01-01 00:33:30,2.0,2.5,1.0,N,249,164,1.0,14.0,3.0,0.5,3.55,0.0,0.3,21.35,2.5
1,2020-01-01 00:13:08,2020-01-01 00:33:46,2.0,3.0,1.0,N,142,233,1.0,15.0,3.0,0.5,3.75,0.0,0.3,22.55,2.5
1,2020-01-01 00:13:09,2020-01-01 00:25:35,1.0,3.7,1.0,N,143,74,2.0,13.0,3.0,0.5,0.0,0.0,0.3,16.8,2.5
2,2020-01-01 00:13:10,2020-01-01 00:43:01,1.0,7.56,1.0,N,236,231,1.0,26.0,0.5,0.5,5.96,0.0,0.3,35.76,2.5
2,2020-01-01 00:13:10,2020-01-01 00:26:52,1.0,5.29,1.0,N,141,168,2.0,17.5,0.5,0.5,0.0,0.0,0.3,21.3,2.5
2,2020-01-01 00:13:12,2020-01-01 00:28:52,1.0,3.15,1.0,N,48,236,1.0,13.0,0.5,0.5,3.36,0.0,0.3,20.16,2.5
2,2020-01-01 00:13:13,2020-01-01 00:33:48,2.0,4.87,1.0,N,161,41,2.0,18.0,0.5,0.5,0.0,0.0,0.3,21.8,2.5
2,2020-01-01 00:13:16,2020-01-01 00:17:45,2.0,1.31,1.0,N,236,237,1.0,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
1,2020-01-01 00:13:16,2020-01-01 00:25:17,2.0,1.0,1.0,N,48,246,1.0,8.5,3.0,0.5,2.45,0.0,0.3,14.75,2.5
2,2020-01-01 00:13:18,2020-01-01 00:19:06,1.0,1.47,1.0,N,137,113,1.0,6.5,0.5,0.5,2.58,0.0,0.3,12.88,2.5
2,2020-01-01 00:13:18,2020-01-01 00:35:09,3.0,7.14,1.0,N,164,37,1.0,24.0,0.5,0.5,5.56,0.0,0.3,33.36,2.5
1,2020-01-01 00:13:20,2020-01-01 00:27:56,1.0,4.3,1.0,N,73,82,1.0,16.0,0.5,0.5,0.0,0.0,0.3,17.3,0.0
2,2020-01-01 00:13:20,2020-01-01 00:51:01,1.0,2.76,1.0,N,164,143,1.0,22.5,0.5,0.5,5.26,0.0,0.3,31.56,2.5
2,2020-01-01 00:13:24,2020-01-01 00:33:42,1.0,4.4,1.0,N,234,236,1.0,16.5,0.5,0.5,4.06,0.0,0.3,24.36,2.5
2,2020-01-01 00:13:24,2020-01-01 00:16:46,1.0,1.45,1.0,N,141,75,1.0,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
2,2020-01-01 00:13:25,2020-01-01 00:20:54,1.0,2.66,1.0,N,142,166,1.0,9.5,0.5,0.5,2.0,0.0,0.3,15.3,2.5
1,2020-01-01 00:13:26,2020-01-01 00:17:18,1.0,0.6,1.0,N,263,263,1.0,4.5,3.0,0.5,1.65,0.0,0.3,9.95,2.5
2,2020-01-01 00:13:27,2020-01-01 00:32:07,1.0,4.89,1.0,N,79,145,1.0,17.0,0.5,0.5,4.16,0.0,0.3,24.96,2.5
1,2020-01-01 00:13:28,2020-01-01 00:27:43,1.0,3.3,1.0,N,249,87,1.0,13.0,3.0,0.5,1.2,0.0,0.3,18.0,2.5
2,2020-01-01 00:13:29,2020-01-01 00:19:12,1.0,0.98,1.0,N,42,166,2.0,6.0,0.5,0.5,0.0,0.0,0.3,7.3,0.0
2,2020-01-01 00:13:29,2020-01-01 00:27:03,2.0,3.49,1.0,N,263,166,1.0,13.0,0.5,0.5,5.04,0.0,0.3,21.84,2.5
2,2020-01-01 00:13:29,2020-01-01 00:54:38,3.0,5.26,5.0,N,161,265,1.0,60.0,0.0,0.0,14.66,10.5,0.3,87.96,2.5
1,2020-01-01 00:13:33,2020-01-01 00:25:56,4.0,2.3,1.0,N,140,170,1.0,10.5,3.0,0.5,2.15,0.0,0.3,16.45,2.5
2,2020-01-01 00:13:34,2020-01-01 00:39:57,1.0,2.12,1.0,N,68,161,1.0,16.0,0.5,0.5,3.0,0.0,0.3,22.8,2.5
1,2020-01-01 00:13:37,2020-01-01 00:16:49,1.0,0.6,1.0,N,186,90,2.0,4.5,3.0,0.5,0.0,0.0,0.3,8.3,2.5
2,2020-01-01 00:13:39,2020-01-01 00:20:15,2.0,1.02,1.0,N,231,148,2.0,6.5,0.5,0.5,0.0,0.0,0.3,10.3,2.5
2,2020-01-01 00:13:39,2020-01-01 00:24:26,2.0,1.26,1.0,N,249,68,4.0,-8.5,-0.5,-0.5,0.0,0.0,-0.3,-12.3,-2.5
2,2020-01-01 00:13:40,2020-01-01 00:31:14,2.0,2.41,1.0,N,246,249,2.0,13.0,0.5,0.5,0.0,0.0,0.3,16.8,2.5
2,2020-01-01 00:13:41,2020-01-01 00:21:58,1.0,2.46,1.0,N,233,262,2.0,9.0,0.5,0.5,0.0,0.0,0.3,12.8,2.5
2,2020-01-01 00:13:43,2020-01-01 00:35:37,3.0,1.89,1.0,N,48,164,2.0,13.5,0.5,0.5,0.0,0.0,0.3,17.3,2.5
2,2020-01-01 00:13:45,2020-01-01 00:21:24,1.0,1.27,1.0,N,231,211,1.0,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
2,2020-01-01 00:13:46,2020-01-01 00:28:36,1.0,3.78,1.0,N,238,137,1.0,13.5,0.5,0.5,3.46,0.0,0.3,20.76,2.5
2,2020-01-01 00:13:48,2020-01-01 00:24:51,1.0,2.2,1.0,N,79,233,1.0,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5
2,2020-01-01 00:13:49,2020-01-01 00:18:26,1.0,1.21,1.0,N,24,152,2.0,6.0,0.5,0.5,0.0,0.0,0.3,7.3,0.0
2,2020-01-01 00:13:50,2020-01-01 00:29:28,2.0,4.68,1.0,N,263,167,2.0,16.5,0.5,0.5,0.0,0.0,0.3,17.8,0.0
1,2020-01-01 00:13:50,2020-01-01 00:28:01,1.0,2.9,1.0,N,236,137,2.0,12.0,3.0,0.5,0.0,0.0,0.3,15.8,2.5
2,2020-01-01 00:13:52,2020-01-01 00:19:00,2.0,0.89,1.0,N,239,142,1.0,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
2,2020-01-01 00:13:53,2020-01-01 00:38:03,1.0,4.23,1.0,N,236,107,1.0,18.0,0.5,0.5,5.0,0.0,0.3,26.8,2.5
2,2020-01-01 00:13:55,2020-01-01 00:19:20,5.0,0.67,1.0,N,237,141,2.0,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
2,2020-01-01 00:13:55,2020-01-01 00:34:39,1.0,0.7,1.0,N,163,161,2.0,12.5,0.5,0.5,0.0,0.0,0.3,16.3,2.5
1,2020-01-01 00:13:58,2020-01-01 00:30:19,2.0,1.9,1.0,Y,90,233,1.0,11.0,3.0,0.5,1.0,0.0,0.3,15.8,2.5
